dataset,reference_locus,gene,annotation,strand,translation_start,n_motif_occurrences,minimum_mismatches,has_exact_motif,has_one_mismatch_motif,has_leq1_mismatch_motif,closest_motif_start_rel_CDS
background,MIDG2331_RS10715,adhP,alcohol dehydrogenase AdhP,+,2253096,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10720,miaA,tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,+,2254277,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10725,hfq,RNA chaperone Hfq,+,2255286,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10730,hflX,ribosome rescue GTPase HflX,+,2255602,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10735,,LOG family protein,-,2257565,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10740,,MazG nucleotide pyrophosphohydrolase domain-containing protein,+,2257628,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10745,crp,cAMP-activated global transcriptional regulator CRP,-,2258674,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10750,,YheU family protein,-,2258970,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10755,slmA,nucleoid occlusion factor SlmA,-,2259584,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10760,dut,dUTP diphosphatase,-,2260145,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10765,coaBC,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,-,2261359,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10770,radC,RadC family protein,+,2261567,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10775,rpmB,50S ribosomal protein L28,+,2262398,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10780,rpmG,50S ribosomal protein L33,+,2262646,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10790,,hypothetical protein,+,2263181,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10795,,diaminobutyrate--2-oxoglutarate transaminase,+,2264022,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10800,ddc,"L-2,4-diaminobutyrate decarboxylase",+,2265515,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10805,yedF,sulfurtransferase-like selenium metabolism protein YedF,-,2267378,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10810,yedE,selenium metabolism membrane protein YedE/FdhT,-,2268616,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10815,,MaoP family protein,+,2268911,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10820,trmA,tRNA (uridine(54)-C5)-methyltransferase TrmA,+,2269394,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10835,corA,magnesium/cobalt transporter CorA,-,2271953,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10840,ubiE,"bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE",+,2272254,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10845,,ubiquinone biosynthesis accessory factor UbiJ,+,2273056,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10850,ubiB,ubiquinone biosynthesis regulatory protein kinase UbiB,+,2273685,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10855,tatA,Sec-independent protein translocase subunit TatA,+,2275411,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10860,tatB,Sec-independent protein translocase protein TatB,+,2275645,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10865,tatC,twin-arginine translocase subunit TatC,+,2276222,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10870,hemB,porphobilinogen synthase,+,2277028,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10875,,DUF4870 family protein,+,2278134,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10880,mutM,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,-,2279368,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10885,brnQ,branched-chain amino acid transport system II carrier protein,-,2280717,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10895,fabD,ACP S-malonyltransferase,-,2282627,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10900,,epoxyqueuosine reductase QueH,-,2283440,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10905,ispB,octaprenyl diphosphate synthase,-,2284472,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10910,,patatin-like phospholipase family protein,+,2284728,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10915,,NADPH-dependent FMN reductase,+,2285743,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10920,,DoxX family protein,+,2286495,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10925,rplU,50S ribosomal protein L21,+,2287261,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10930,rpmA,50S ribosomal protein L27,+,2287593,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10935,,DMT family transporter,+,2287885,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10940,,surface lipoprotein assembly modifier,-,2290572,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10945,,Cof-type HAD-IIB family hydrolase,-,2291497,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10950,,DNA utilization protein GntX,+,2291617,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10955,rsmC,16S rRNA (guanine(1207)-N(2))-methyltransferase RsmC,-,2293718,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10960,,DNA polymerase III subunit psi,+,2293823,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10970,srmB,ATP-dependent RNA helicase SrmB,+,2294698,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10975,pdxH,pyridoxamine 5'-phosphate oxidase,+,2296110,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10980,,ABC transporter substrate-binding protein,-,2298448,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10985,,aldehyde dehydrogenase family protein,-,2300120,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10990,,acetate uptake transporter,-,2300895,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS10995,,ABC transporter ATP-binding protein,+,2301137,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11000,,iron-siderophore ABC transporter substrate-binding protein,+,2301901,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11005,fhuB,Fe(3+)-hydroxamate ABC transporter permease FhuB,+,2302851,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11010,,TonB-dependent siderophore receptor,+,2304850,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11015,,DUF2322 family protein,+,2307004,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11020,,phosphoribosylaminoimidazolesuccinocarboxamide synthase,-,2308268,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11035,hisC,histidinol-phosphate transaminase,+,2311062,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11040,,IS200/IS605 family transposase,+,2312207,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11050,,phosphoglycerate mutase family protein,+,2313859,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11055,,PDDEXK nuclease domain-containing protein,+,2314501,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11060,hisH,imidazole glycerol phosphate synthase subunit HisH,+,2315631,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11070,hisF,imidazole glycerol phosphate synthase subunit HisF,+,2317076,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11075,,hypothetical protein,+,2317902,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11080,hisIE,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE,+,2318585,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11085,,7-cyano-7-deazaguanine/7-aminomethyl-7- deazaguanine transporter,+,2319347,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11090,map,type I methionyl aminopeptidase,+,2320119,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11095,,thioredoxin family protein,-,2321488,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11100,,LacI family DNA-binding transcriptional regulator,-,2322540,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11105,,glycoside hydrolase family 32 protein,-,2324047,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11110,,aminoimidazole riboside kinase,-,2325024,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11115,nirK,copper-containing nitrite reductase,+,2325168,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11120,lolE,lipoprotein-releasing ABC transporter permease subunit LolE,-,2327566,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11125,lolD,lipoprotein-releasing ABC transporter ATP-binding protein LolD,-,2328246,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11130,,lipoprotein-releasing ABC transporter permease subunit,-,2329617,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11135,,2-hydroxyacid dehydrogenase,-,2330692,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11140,kdsA,3-deoxy-8-phosphooctulonate synthase,-,2331603,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11145,,SirB1 family protein,-,2332520,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11150,prmC,peptide chain release factor N(5)-glutamine methyltransferase,-,2333393,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11155,,hypothetical protein,-,2333922,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11160,prfA,peptide chain release factor 1,-,2335067,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11165,,rhodanese-like domain-containing protein,-,2336589,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11170,,YeeE/YedE family protein,-,2337590,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11185,,IS3-like element ISApl3 family transposase,-,231882,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11200,,CydX/CbdX family cytochrome bd oxidase small subunit,+,337111,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11205,,DUF1232 domain-containing protein,-,402110,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11235,,IS3-like element ISApl3 family transposase,-,663981,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11240,,nicotinate phosphoribosyltransferase,-,700328,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11250,,YoaH family protein,+,972425,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11260,,IS3 family transposase,+,1026737,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11275,,GNAT family N-acetyltransferase,-,1068941,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11295,,IS3 family transposase,+,1204377,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11300,,cupin domain-containing protein,-,1255769,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11330,,methionine/alanine import family NSS transporter small subunit,+,1627630,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11335,,IS3-like element ISApl3 family transposase,-,1695308,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11340,,IS3 family transposase,+,1759226,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11345,lptM,LPS translocon maturation chaperone LptM,-,1784879,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11355,,NAD(P)H-binding protein,-,1846177,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11360,lptM,LPS translocon maturation chaperone LptM,-,1846723,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11370,,ParA family protein,+,2025334,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11400,,IS3-like element ISApl3 family transposase,-,2197523,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11405,,ricin-type beta-trefoil lectin domain protein,+,2242704,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11495,,hypothetical protein,-,73613,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11505,,hypothetical protein,-,1523667,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11510,,hypothetical protein,-,1597920,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11515,,hypothetical protein,+,1734478,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11525,,amino acid ABC transporter ATP-binding protein,+,1970142,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11530,,cysteine ABC transporter substrate-binding protein,+,1970934,1,1,FALSE,TRUE,TRUE,8
background,MIDG2331_RS11535,,hypothetical protein,+,2001558,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11540,,helix-turn-helix domain-containing protein,-,2014345,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11545,,hypothetical protein,-,2017670,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11550,,hypothetical protein,+,2028281,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11555,,hypothetical protein,+,2034549,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11560,,hypothetical protein,-,2188298,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11570,,porin family protein,+,2246258,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11580,,TonB-dependent receptor domain-containing protein,+,2247346,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11595,,TonB-dependent receptor plug domain-containing protein,+,267800,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11600,,hypothetical protein,+,268508,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11605,,TonB-dependent receptor domain-containing protein,+,269458,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11610,,thiazole synthase,+,569497,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11615,,two-partner secretion domain-containing protein,-,1081649,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11620,,helix-turn-helix domain-containing protein,+,1111979,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11635,,hypothetical protein,-,1270474,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11640,,glycosyltransferase family 25 protein,-,1270780,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11650,,Fic family protein,-,1764799,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11655,,Fic family protein,-,1765258,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11665,,cupin domain-containing protein,+,2028519,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11670,,hypothetical protein,+,2245946,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11675,,TonB-dependent receptor plug domain-containing protein,+,2246125,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11680,,hypothetical protein,+,349054,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11685,,DUF5368 family protein,-,556315,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11695,,hypothetical protein,-,804206,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11700,,calcium-binding protein,-,1128977,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11705,,hypothetical protein,-,1256154,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11710,,Abi family protein,+,1953655,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11715,,Abi family protein,+,1954215,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11730,,TonB-dependent receptor domain-containing protein,+,2246984,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11735,,ABC transporter ATP-binding protein,+,567256,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11745,,M20/M25/M40 family metallo-hydrolase,-,2232759,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11750,,hypothetical protein,-,693656,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11755,,IS3 family transposase,-,1033596,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11760,,Slam-dependent surface lipoprotein,-,1311225,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11765,,pentapeptide repeat-containing protein,-,1311710,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11770,,SEC-C metal-binding domain-containing protein,-,1359922,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11775,,LysR family transcriptional regulator,+,1554421,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11780,,hypothetical protein,-,1645297,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11785,,hypothetical protein,-,1704750,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11790,,hypothetical protein,+,1740875,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11795,,hypothetical protein,-,2161359,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11800,,hypothetical protein,-,2161597,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11805,,hypothetical protein,-,693791,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11810,,hypothetical protein,-,1645432,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11815,,hypothetical protein,-,1704885,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11820,,hypothetical protein,+,1740740,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11825,,hypothetical protein,-,1837005,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS11830,,hypothetical protein,+,1986337,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00110,ftsA,cell division protein FtsA,+,25146,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00360,dppF,ABC transporter ATP-binding protein,+,80285,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00380,ilvE,branched-chain amino acid aminotransferase,-,83990,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00390,recR,recombination mediator RecR,-,85141,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00505,ilvD,dihydroxy-acid dehydratase,-,102754,1,0,TRUE,FALSE,TRUE,-31
candidate,MIDG2331_RS00515,ilvG,acetolactate synthase 2 catalytic subunit,-,104763,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00615,proQ,RNA chaperone ProQ,+,138579,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00670,rsgA,small ribosomal subunit biogenesis GTPase RsgA,-,149156,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00675,gcvA,transcriptional regulator GcvA,+,149666,1,0,TRUE,FALSE,TRUE,-198
candidate,MIDG2331_RS00685,cysB,HTH-type transcriptional regulator CysB,+,151236,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00715,leuC,3-isopropylmalate dehydratase large subunit,-,158608,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00895,dksA,RNA polymerase-binding protein DksA,+,196616,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS00945,aroF,3-deoxy-7-phosphoheptulonate synthase,-,208628,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS01055,dxs,1-deoxy-D-xylulose-5-phosphate synthase,+,228650,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS01105,csy1,type I-F CRISPR-associated protein Csy1,-,244025,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS01225,mutT,8-oxo-dGTP diphosphatase MutT,+,262206,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS01240,argD2,aspartate aminotransferase family protein,+,264681,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS01485,hsdM2,type I restriction-modification system subunit M,+,320994,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS01660,metC,cystathionine beta-lyase,-,363140,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS01960,glpB,glycerol-3-phosphate dehydrogenase subunit GlpB,+,437895,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02235,leuB,3-isopropylmalate dehydrogenase,+,494812,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02245,gap,type I glyceraldehyde-3-phosphate dehydrogenase,+,496636,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02300,ykgF,LutB/LldF family L-lactate oxidation iron-sulfur protein,-,519172,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02335,sucC,ADP-forming succinate--CoA ligase subunit beta,-,527972,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02505,rplY,50S ribosomal protein L25,+,562824,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02785,mukB,chromosome partition protein MukB,+,621450,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02890,rpsI,30S ribosomal protein S9,+,651993,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02905,fieF,cation diffusion facilitator family transporter,+,653863,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02970,lrp,leucine-responsive transcriptional regulator Lrp,+,667396,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS02975,ftsK,DNA translocase FtsK,+,667890,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS03230,ompP2B,porin,-,713264,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS03295,aspC,amino acid aminotransferase,+,725436,1,1,FALSE,TRUE,TRUE,-26
candidate,MIDG2331_RS03300,pepP,Xaa-Pro aminopeptidase,-,728098,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS03400,metB,methionine biosynthesis PLP-dependent protein,-,751864,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS03495,hisC,histidinol-phosphate transaminase,-,774846,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS03505,serC,3-phosphoserine/phosphohydroxythreonine transaminase,-,777608,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS03630,ilvI,acetolactate synthase 3 large subunit,+,806361,1,1,FALSE,TRUE,TRUE,-38
candidate,MIDG2331_RS03735,aroC,chorismate synthase,-,825981,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS03810,arfA,alternative ribosome-rescue factor A,-,842527,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS03840,sstT,serine/threonine transporter SstT,-,850305,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS04545,dapA,4-hydroxy-tetrahydrodipicolinate synthase,-,1012282,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS04600,hlpA,MetQ/NlpA family lipoprotein,-,1021368,1,0,TRUE,FALSE,TRUE,-27
candidate,MIDG2331_RS04665,hscA,Fe-S protein assembly chaperone HscA,-,1036905,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS04690,iscU,Fe-S cluster assembly scaffold IscU,-,1039567,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS04730,bioD,dethiobiotin synthase,-,1048095,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS05485,arcD1,basic amino acid/polyamine antiporter,+,1227126,1,1,FALSE,TRUE,TRUE,-27
candidate,MIDG2331_RS05515,arsB,ACR3 family arsenite efflux transporter,-,1236732,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS05685,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,-,1271864,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS05710,nifS,aminotransferase class V-fold PLP-dependent enzyme,-,1276964,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS05800,aroE,shikimate dehydrogenase,-,1291623,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS05925,trpE,anthranilate synthase component 1,+,1315237,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS05935,trpD,anthranilate phosphoribosyltransferase,+,1317445,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS06010,argH,argininosuccinate lyase,-,1332391,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS06145,hxpB,hexitol phosphatase HxpB,-,1359697,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS06220,serB,phosphoserine phosphatase SerB,+,1373141,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS06360,pstB,phosphate ABC transporter ATP-binding protein PstB,-,1409596,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS06420,sprT,SprT family zinc-dependent metalloprotease,+,1420648,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS06780,ptsB,sucrose-specific PTS transporter subunit IIBC,-,1484117,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS06845,apxIIIA,RTX family hemolysin,-,1503800,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS07270,pepN,aminopeptidase N,+,1574641,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS07320,tehB,SAM-dependent methyltransferase TehB,+,1584567,0,,FALSE,FALSE,FALSE,
candidate,MIDG2331_RS07335,artI,transporter substrate-binding domain-containing protein,-,1587646,0,,FALSE,FALSE,FALSE,
